customer_id,segment_name,segment_id,promo_type,promo_description,campaign_date,days_since_campaign,avg_bet,avg_loss,avg_session_duration,zone_diversity,ticket_in,ticket_out,jackpot_total,game_type_diversity,avg_usage_level,response_probability,actual_response,is_weekend_campaign,month,is_holiday_season
CUST_0102,High Roller,0,Cashback,Percentage of losses returned,2024-12-12,172,52.43375,149.195,12.375,4,5769.77,4727.16,171.26999999999998,3,0.31425,0.37382166772944747,0,False,12,True
CUST_0103,Regular Player,1,Dining_Comp,Free meal vouchers,2025-02-13,109,50.62,79.03,17.6,3,3976.47,4161.639999999999,110.62,3,0.2096,0.2831790463074034,0,False,2,False
CUST_0103,Regular Player,1,Dining_Comp,Free meal vouchers,2024-12-22,162,50.62,79.03,17.6,3,3976.47,4161.639999999999,110.62,3,0.2096,0.1309642984795947,0,True,12,True
CUST_0103,Regular Player,1,Dining_Comp,Free meal vouchers,2025-02-17,105,50.62,79.03,17.6,3,3976.47,4161.639999999999,110.62,3,0.2096,0.23821747584172057,0,False,2,False
CUST_0104,High Roller,0,VIP_Event,Exclusive event invitation,2025-04-20,43,64.02555555555556,157.02,20.11111111111111,4,9319.94,8497.49,279.06,3,0.2928888888888889,0.6630978852191892,1,True,4,False
CUST_0104,High Roller,0,Free_Play,Free slot credits,2025-03-18,76,64.02555555555556,157.02,20.11111111111111,4,9319.94,8497.49,279.06,3,0.2928888888888889,0.28507196856662664,0,False,3,False
CUST_0104,High Roller,0,Bonus_Match,Match deposit bonus,2025-01-17,136,64.02555555555556,157.02,20.11111111111111,4,9319.94,8497.49,279.06,3,0.2928888888888889,0.45174085331938163,1,False,1,True
CUST_0104,High Roller,0,Cashback,Percentage of losses returned,2025-01-07,146,64.02555555555556,157.02,20.11111111111111,4,9319.94,8497.49,279.06,3,0.2928888888888889,0.34923942201816705,0,False,1,True
CUST_0105,High Roller,0,Dining_Comp,Free meal vouchers,2025-02-06,116,58.2075,115.1875,17.0,4,7128.84,6952.7300000000005,265.03000000000003,3,0.339875,0.2615009800776912,0,False,2,False
CUST_0105,High Roller,0,Bonus_Match,Match deposit bonus,2025-01-08,145,58.2075,115.1875,17.0,4,7128.84,6952.7300000000005,265.03000000000003,3,0.339875,0.45126893659211365,0,False,1,True
CUST_0105,High Roller,0,Bonus_Match,Match deposit bonus,2024-12-23,161,58.2075,115.1875,17.0,4,7128.84,6952.7300000000005,265.03000000000003,3,0.339875,0.48118622780896003,1,False,12,True
CUST_0106,High Roller,0,Cashback,Percentage of losses returned,2025-03-19,75,51.26166666666666,79.57166666666667,13.833333333333334,5,8860.01,9236.47,234.59,3,0.4261666666666666,0.39664297231173556,1,False,3,False
CUST_0106,High Roller,0,VIP_Event,Exclusive event invitation,2025-03-21,73,51.26166666666666,79.57166666666667,13.833333333333334,5,8860.01,9236.47,234.59,3,0.4261666666666666,0.8531027104098242,0,False,3,False
CUST_0106,High Roller,0,Free_Play,Free slot credits,2025-02-14,108,51.26166666666666,79.57166666666667,13.833333333333334,5,8860.01,9236.47,234.59,3,0.4261666666666666,0.31088770534269217,1,False,2,False
CUST_0106,High Roller,0,Bonus_Match,Match deposit bonus,2025-01-08,145,51.26166666666666,79.57166666666667,13.833333333333334,5,8860.01,9236.47,234.59,3,0.4261666666666666,0.6100832055070199,1,False,1,True
CUST_0106,High Roller,0,Cashback,Percentage of losses returned,2025-05-19,14,51.26166666666666,79.57166666666667,13.833333333333334,5,8860.01,9236.47,234.59,3,0.4261666666666666,0.41877397389849763,1,False,5,False
CUST_0107,Regular Player,1,Free_Play,Free slot credits,2025-03-05,89,39.3,47.25714285714286,18.857142857142858,4,4340.43,4780.03,123.51,3,0.349,0.32523393497055,0,False,3,False
CUST_0107,Regular Player,1,Bonus_Match,Match deposit bonus,2025-01-27,126,39.3,47.25714285714286,18.857142857142858,4,4340.43,4780.03,123.51,3,0.349,0.5646623536146561,0,False,1,True
CUST_0107,Regular Player,1,Bonus_Match,Match deposit bonus,2025-05-26,7,39.3,47.25714285714286,18.857142857142858,4,4340.43,4780.03,123.51,3,0.349,0.3339323216467118,0,False,5,False
CUST_0107,Regular Player,1,Dining_Comp,Free meal vouchers,2025-04-14,49,39.3,47.25714285714286,18.857142857142858,4,4340.43,4780.03,123.51,3,0.349,0.3062342360300801,1,False,4,False
CUST_0107,Regular Player,1,VIP_Event,Exclusive event invitation,2025-03-18,76,39.3,47.25714285714286,18.857142857142858,4,4340.43,4780.03,123.51,3,0.349,0.4647192302621078,0,False,3,False
CUST_0108,High Roller,0,Dining_Comp,Free meal vouchers,2025-06-01,1,55.074444444444445,127.37444444444444,14.555555555555555,4,8218.15,7447.41,287.64,3,0.3465555555555555,0.31563712785761466,1,True,6,False
CUST_0108,High Roller,0,Bonus_Match,Match deposit bonus,2025-02-07,115,55.074444444444445,127.37444444444444,14.555555555555555,4,8218.15,7447.41,287.64,3,0.3465555555555555,0.4480411368520899,0,False,2,False
CUST_0108,High Roller,0,Bonus_Match,Match deposit bonus,2025-03-26,68,55.074444444444445,127.37444444444444,14.555555555555555,4,8218.15,7447.41,287.64,3,0.3465555555555555,0.37379239625892335,0,False,3,False
CUST_0108,High Roller,0,VIP_Event,Exclusive event invitation,2025-04-16,47,55.074444444444445,127.37444444444444,14.555555555555555,4,8218.15,7447.41,287.64,3,0.3465555555555555,0.6687239765905638,1,False,4,False
CUST_0109,High Roller,0,Dining_Comp,Free meal vouchers,2025-05-28,5,50.38285714285714,165.91000000000005,18.428571428571427,4,5660.93,4724.42,199.13,3,0.297,0.20323261603593726,0,False,5,False
CUST_0109,High Roller,0,Free_Play,Free slot credits,2025-05-10,23,50.38285714285714,165.91000000000005,18.428571428571427,4,5660.93,4724.42,199.13,3,0.297,0.35408437822374944,1,True,5,False
CUST_0109,High Roller,0,Free_Play,Free slot credits,2025-02-14,108,50.38285714285714,165.91000000000005,18.428571428571427,4,5660.93,4724.42,199.13,3,0.297,0.4033182342708317,1,False,2,False
CUST_0109,High Roller,0,Cashback,Percentage of losses returned,2025-01-23,130,50.38285714285714,165.91000000000005,18.428571428571427,4,5660.93,4724.42,199.13,3,0.297,0.3402577156595543,0,False,1,True
CUST_0110,High Roller,0,Cashback,Percentage of losses returned,2025-05-08,25,49.5725,129.54083333333332,16.666666666666668,5,8548.98,7591.8,262.18,3,0.2855833333333333,0.37626683427237184,0,False,5,False
CUST_0110,High Roller,0,Bonus_Match,Match deposit bonus,2025-04-06,57,49.5725,129.54083333333332,16.666666666666668,5,8548.98,7591.8,262.18,3,0.2855833333333333,0.44430891616210366,0,True,4,False
CUST_0110,High Roller,0,Dining_Comp,Free meal vouchers,2025-02-01,121,49.5725,129.54083333333332,16.666666666666668,5,8548.98,7591.8,262.18,3,0.2855833333333333,0.32133898322109017,0,True,2,False
CUST_0111,Regular Player,1,Dining_Comp,Free meal vouchers,2025-04-30,33,47.735,142.67624999999998,16.625,5,5905.6900000000005,5003.58,144.73,2,0.230875,0.34092627795359187,0,False,4,False
CUST_0111,Regular Player,1,Cashback,Percentage of losses returned,2025-04-25,38,47.735,142.67624999999998,16.625,5,5905.6900000000005,5003.58,144.73,2,0.230875,0.16432370997485835,0,False,4,False
CUST_0111,Regular Player,1,Bonus_Match,Match deposit bonus,2025-01-24,129,47.735,142.67624999999998,16.625,5,5905.6900000000005,5003.58,144.73,2,0.230875,0.5594036473845294,1,False,1,True
CUST_0111,Regular Player,1,Dining_Comp,Free meal vouchers,2025-02-01,121,47.735,142.67624999999998,16.625,5,5905.6900000000005,5003.58,144.73,2,0.230875,0.453397213415354,1,True,2,False
CUST_0112,High Roller,0,Cashback,Percentage of losses returned,2024-12-21,163,45.298333333333325,132.91083333333333,19.08333333333333,4,8107.469999999999,6857.74,234.82,3,0.2786666666666667,0.3734171210469145,1,True,12,True
CUST_0112,High Roller,0,Cashback,Percentage of losses returned,2025-02-11,111,45.298333333333325,132.91083333333333,19.08333333333333,4,8107.469999999999,6857.74,234.82,3,0.2786666666666667,0.26676201113823667,0,False,2,False
CUST_0112,High Roller,0,Free_Play,Free slot credits,2025-05-30,3,45.298333333333325,132.91083333333333,19.08333333333333,4,8107.469999999999,6857.74,234.82,3,0.2786666666666667,0.5480384408095518,1,False,5,False
CUST_0112,High Roller,0,Dining_Comp,Free meal vouchers,2025-01-09,144,45.298333333333325,132.91083333333333,19.08333333333333,4,8107.469999999999,6857.74,234.82,3,0.2786666666666667,0.18635540818441665,0,False,1,True
CUST_0113,High Roller,0,Bonus_Match,Match deposit bonus,2025-03-05,89,57.42923076923076,111.78769230769232,16.615384615384617,5,12274.37,12249.62,427.86,3,0.3012307692307692,0.36546817902274004,1,False,3,False
CUST_0113,High Roller,0,Dining_Comp,Free meal vouchers,2024-12-27,157,57.42923076923076,111.78769230769232,16.615384615384617,5,12274.37,12249.62,427.86,3,0.3012307692307692,0.39670643772471875,1,False,12,True
CUST_0113,High Roller,0,Bonus_Match,Match deposit bonus,2025-03-17,77,57.42923076923076,111.78769230769232,16.615384615384617,5,12274.37,12249.62,427.86,3,0.3012307692307692,0.558477080812501,1,False,3,False
CUST_0113,High Roller,0,Dining_Comp,Free meal vouchers,2025-05-24,9,57.42923076923076,111.78769230769232,16.615384615384617,5,12274.37,12249.62,427.86,3,0.3012307692307692,0.4108070910389675,0,True,5,False
CUST_0114,High Roller,0,Bonus_Match,Match deposit bonus,2025-01-06,147,47.836666666666666,116.28555555555558,17.666666666666668,4,5805.27,5056.87,176.9,3,0.2874444444444444,0.6705985878767385,1,False,1,True
CUST_0114,High Roller,0,Bonus_Match,Match deposit bonus,2025-01-24,129,47.836666666666666,116.28555555555558,17.666666666666668,4,5805.27,5056.87,176.9,3,0.2874444444444444,0.48806375114898354,0,False,1,True
CUST_0114,High Roller,0,Dining_Comp,Free meal vouchers,2025-05-29,4,47.836666666666666,116.28555555555558,17.666666666666668,4,5805.27,5056.87,176.9,3,0.2874444444444444,0.27873087639287397,0,False,5,False
CUST_0115,High Roller,0,Bonus_Match,Match deposit bonus,2024-12-12,172,46.47,40.571333333333335,17.466666666666665,5,10559.7,11812.06,304.81,3,0.2876666666666666,0.4533695455881499,1,False,12,True
CUST_0115,High Roller,0,Cashback,Percentage of losses returned,2025-04-17,46,46.47,40.571333333333335,17.466666666666665,5,10559.7,11812.06,304.81,3,0.2876666666666666,0.3143085889394205,0,False,4,False
CUST_0115,High Roller,0,Cashback,Percentage of losses returned,2025-02-05,117,46.47,40.571333333333335,17.466666666666665,5,10559.7,11812.06,304.81,3,0.2876666666666666,0.30999577818743934,0,False,2,False
CUST_0115,High Roller,0,Cashback,Percentage of losses returned,2025-03-18,76,46.47,40.571333333333335,17.466666666666665,5,10559.7,11812.06,304.81,3,0.2876666666666666,0.30788697872187326,0,False,3,False
CUST_0116,Regular Player,1,Dining_Comp,Free meal vouchers,2025-01-07,146,48.04375,107.14,19.25,5,5791.34,5842.6,147.3,2,0.321625,0.35340659272810604,0,False,1,True
CUST_0116,Regular Player,1,Bonus_Match,Match deposit bonus,2024-12-19,165,48.04375,107.14,19.25,5,5791.34,5842.6,147.3,2,0.321625,0.47388884932352104,0,False,12,True
CUST_0116,Regular Player,1,Free_Play,Free slot credits,2025-02-06,116,48.04375,107.14,19.25,5,5791.34,5842.6,147.3,2,0.321625,0.4524590277261622,0,False,2,False
CUST_0117,High Roller,0,VIP_Event,Exclusive event invitation,2025-03-08,86,54.51666666666666,151.42749999999998,16.75,4,10126.19,9398.24,306.05,3,0.3216666666666666,0.6354701249408966,1,True,3,False
CUST_0117,High Roller,0,Cashback,Percentage of losses returned,2025-05-08,25,54.51666666666666,151.42749999999998,16.75,4,10126.19,9398.24,306.05,3,0.3216666666666666,0.4511028598503623,1,False,5,False
CUST_0117,High Roller,0,Free_Play,Free slot credits,2025-04-04,59,54.51666666666666,151.42749999999998,16.75,4,10126.19,9398.24,306.05,3,0.3216666666666666,0.25371033258655046,0,False,4,False
CUST_0117,High Roller,0,Free_Play,Free slot credits,2025-01-21,132,54.51666666666666,151.42749999999998,16.75,4,10126.19,9398.24,306.05,3,0.3216666666666666,0.29702581471841816,1,False,1,True
CUST_0118,Regular Player,1,Bonus_Match,Match deposit bonus,2025-02-22,100,32.32,126.46333333333332,22.666666666666668,3,1441.17,1061.77,54.89,2,0.2726666666666666,0.5279495035227448,0,True,2,False
CUST_0118,Regular Player,1,Free_Play,Free slot credits,2025-03-31,63,32.32,126.46333333333332,22.666666666666668,3,1441.17,1061.77,54.89,2,0.2726666666666666,0.19740113143531202,0,False,3,False
CUST_0118,Regular Player,1,Dining_Comp,Free meal vouchers,2025-03-08,86,32.32,126.46333333333332,22.666666666666668,3,1441.17,1061.77,54.89,2,0.2726666666666666,0.2174466596449588,0,True,3,False
CUST_0119,High Roller,0,Cashback,Percentage of losses returned,2025-02-22,100,51.338,118.197,12.2,5,6756.95,6252.17,194.1,3,0.228,0.43759068082134334,1,True,2,False
CUST_0119,High Roller,0,Dining_Comp,Free meal vouchers,2025-04-17,46,51.338,118.197,12.2,5,6756.95,6252.17,194.1,3,0.228,0.4071860203965594,0,False,4,False
CUST_0119,High Roller,0,Bonus_Match,Match deposit bonus,2025-05-15,18,51.338,118.197,12.2,5,6756.95,6252.17,194.1,3,0.228,0.7157924024083377,0,False,5,False
CUST_0119,High Roller,0,Cashback,Percentage of losses returned,2025-04-19,44,51.338,118.197,12.2,5,6756.95,6252.17,194.1,3,0.228,0.453023926386219,0,True,4,False
CUST_0120,Regular Player,1,Cashback,Percentage of losses returned,2025-02-28,94,51.59400000000001,168.448,16.4,4,4215.51,3633.79,118.63,3,0.466,0.30778381591600673,0,False,2,False
CUST_0120,Regular Player,1,Cashback,Percentage of losses returned,2025-02-18,104,51.59400000000001,168.448,16.4,4,4215.51,3633.79,118.63,3,0.466,0.30996911211617123,1,False,2,False
CUST_0120,Regular Player,1,Bonus_Match,Match deposit bonus,2025-01-20,133,51.59400000000001,168.448,16.4,4,4215.51,3633.79,118.63,3,0.466,0.37209521849780214,1,False,1,True
CUST_0121,High Roller,0,VIP_Event,Exclusive event invitation,2025-01-08,145,53.415,95.559,13.9,4,9011.95,8825.41,294.81,3,0.2209,0.7033122937878031,1,False,1,True
CUST_0121,High Roller,0,Dining_Comp,Free meal vouchers,2024-12-19,165,53.415,95.559,13.9,4,9011.95,8825.41,294.81,3,0.2209,0.5215307183824547,0,False,12,True
CUST_0121,High Roller,0,Cashback,Percentage of losses returned,2025-03-05,89,53.415,95.559,13.9,4,9011.95,8825.41,294.81,3,0.2209,0.306527470205514,0,False,3,False
CUST_0121,High Roller,0,Cashback,Percentage of losses returned,2025-01-31,122,53.415,95.559,13.9,4,9011.95,8825.41,294.81,3,0.2209,0.428179876084838,1,False,1,True
CUST_0121,High Roller,0,Cashback,Percentage of losses returned,2025-03-03,91,53.415,95.559,13.9,4,9011.95,8825.41,294.81,3,0.2209,0.36357913350107796,1,False,3,False
CUST_0122,Regular Player,1,Bonus_Match,Match deposit bonus,2025-05-10,23,42.97857142857144,76.96714285714286,17.857142857142858,4,4386.24,4670.9400000000005,140.94,3,0.3124285714285714,0.39998251054158535,1,True,5,False
CUST_0122,Regular Player,1,VIP_Event,Exclusive event invitation,2025-01-06,147,42.97857142857144,76.96714285714286,17.857142857142858,4,4386.24,4670.9400000000005,140.94,3,0.3124285714285714,0.5281561224496594,1,False,1,True
CUST_0122,Regular Player,1,Bonus_Match,Match deposit bonus,2025-01-06,147,42.97857142857144,76.96714285714286,17.857142857142858,4,4386.24,4670.9400000000005,140.94,3,0.3124285714285714,0.4902948834519462,1,False,1,True
CUST_0122,Regular Player,1,Dining_Comp,Free meal vouchers,2025-01-04,149,42.97857142857144,76.96714285714286,17.857142857142858,4,4386.24,4670.9400000000005,140.94,3,0.3124285714285714,0.34377745719193614,1,True,1,True
CUST_0122,Regular Player,1,Bonus_Match,Match deposit bonus,2025-02-01,121,42.97857142857144,76.96714285714286,17.857142857142858,4,4386.24,4670.9400000000005,140.94,3,0.3124285714285714,0.31728696795564526,0,True,2,False
CUST_0123,Regular Player,1,Dining_Comp,Free meal vouchers,2025-03-27,67,41.134,79.192,20.8,2,3340.01,3338.27,115.18,3,0.2404,0.3223321153896139,0,False,3,False
CUST_0123,Regular Player,1,Cashback,Percentage of losses returned,2025-04-25,38,41.134,79.192,20.8,2,3340.01,3338.27,115.18,3,0.2404,0.25089313369223476,1,False,4,False
CUST_0123,Regular Player,1,Cashback,Percentage of losses returned,2025-04-30,33,41.134,79.192,20.8,2,3340.01,3338.27,115.18,3,0.2404,0.13069325729229392,0,False,4,False
CUST_0123,Regular Player,1,VIP_Event,Exclusive event invitation,2024-12-11,173,41.134,79.192,20.8,2,3340.01,3338.27,115.18,3,0.2404,0.5558476644705618,1,False,12,True
CUST_0124,Regular Player,1,Free_Play,Free slot credits,2025-03-07,87,62.92999999999999,280.534,17.8,3,4901.14,3638.91,167.09,2,0.2752,0.4483740393125166,1,False,3,False
CUST_0124,Regular Player,1,Cashback,Percentage of losses returned,2025-05-08,25,62.92999999999999,280.534,17.8,3,4901.14,3638.91,167.09,2,0.2752,0.28062159925448393,1,False,5,False
CUST_0124,Regular Player,1,Bonus_Match,Match deposit bonus,2025-02-28,94,62.92999999999999,280.534,17.8,3,4901.14,3638.91,167.09,2,0.2752,0.330133390380826,0,False,2,False
CUST_0124,Regular Player,1,Bonus_Match,Match deposit bonus,2025-01-27,126,62.92999999999999,280.534,17.8,3,4901.14,3638.91,167.09,2,0.2752,0.5102235622761608,0,False,1,True
CUST_0124,Regular Player,1,Bonus_Match,Match deposit bonus,2025-03-19,75,62.92999999999999,280.534,17.8,3,4901.14,3638.91,167.09,2,0.2752,0.5009994332854822,0,False,3,False
CUST_0125,High Roller,0,Free_Play,Free slot credits,2025-01-19,134,50.60444444444445,254.1866666666667,17.0,4,7702.87,5544.26,245.93,3,0.283,0.5805371419207932,0,True,1,True
CUST_0125,High Roller,0,VIP_Event,Exclusive event invitation,2025-01-01,152,50.60444444444445,254.1866666666667,17.0,4,7702.87,5544.26,245.93,3,0.283,0.6475307410493742,1,False,1,True
CUST_0125,High Roller,0,Cashback,Percentage of losses returned,2025-01-07,146,50.60444444444445,254.1866666666667,17.0,4,7702.87,5544.26,245.93,3,0.283,0.40633021770704064,1,False,1,True
CUST_0126,High Roller,0,Dining_Comp,Free meal vouchers,2025-05-17,16,51.08909090909091,195.0581818181818,19.545454545454547,5,8728.52,7179.78,278.46,3,0.3446363636363637,0.3564030104389907,0,True,5,False
CUST_0126,High Roller,0,Dining_Comp,Free meal vouchers,2025-03-31,63,51.08909090909091,195.0581818181818,19.545454545454547,5,8728.52,7179.78,278.46,3,0.3446363636363637,0.34194085129853574,0,False,3,False
CUST_0126,High Roller,0,Cashback,Percentage of losses returned,2025-01-25,128,51.08909090909091,195.0581818181818,19.545454545454547,5,8728.52,7179.78,278.46,3,0.3446363636363637,0.5034831185490075,1,True,1,True
CUST_0127,High Roller,0,Cashback,Percentage of losses returned,2025-04-21,42,57.903,74.992,19.9,5,9832.84,9963.08,301.25,3,0.2535,0.290362272780884,0,False,4,False
CUST_0127,High Roller,0,Bonus_Match,Match deposit bonus,2025-04-09,54,57.903,74.992,19.9,5,9832.84,9963.08,301.25,3,0.2535,0.4326520625943029,0,False,4,False
CUST_0127,High Roller,0,Free_Play,Free slot credits,2025-03-03,91,57.903,74.992,19.9,5,9832.84,9963.08,301.25,3,0.2535,0.39607143019418356,0,False,3,False
CUST_0127,High Roller,0,Cashback,Percentage of losses returned,2025-05-16,17,57.903,74.992,19.9,5,9832.84,9963.08,301.25,3,0.2535,0.14068558611185147,0,False,5,False
CUST_0128,High Roller,0,Cashback,Percentage of losses returned,2025-05-20,13,58.9025,160.745,13.375,5,7516.820000000001,6683.9,204.71,3,0.230125,0.4446665986647888,0,False,5,False
CUST_0128,High Roller,0,Bonus_Match,Match deposit bonus,2025-04-17,46,58.9025,160.745,13.375,5,7516.820000000001,6683.9,204.71,3,0.230125,0.44785204288341063,0,False,4,False
CUST_0128,High Roller,0,Bonus_Match,Match deposit bonus,2025-01-18,135,58.9025,160.745,13.375,5,7516.820000000001,6683.9,204.71,3,0.230125,0.6341188010039189,0,True,1,True
CUST_0128,High Roller,0,Cashback,Percentage of losses returned,2024-12-13,171,58.9025,160.745,13.375,5,7516.820000000001,6683.9,204.71,3,0.230125,0.5199727482393504,1,False,12,True
CUST_0129,High Roller,0,Bonus_Match,Match deposit bonus,2024-12-30,154,51.088,121.361,14.3,4,7983.360000000001,7968.32,308.98,3,0.2929,0.531829533828765,1,False,12,True
CUST_0129,High Roller,0,Dining_Comp,Free meal vouchers,2025-04-10,53,51.088,121.361,14.3,4,7983.360000000001,7968.32,308.98,3,0.2929,0.4187126824577908,1,False,4,False
CUST_0129,High Roller,0,VIP_Event,Exclusive event invitation,2025-01-20,133,51.088,121.361,14.3,4,7983.360000000001,7968.32,308.98,3,0.2929,0.5315252181626686,0,False,1,True
CUST_0129,High Roller,0,Bonus_Match,Match deposit bonus,2024-12-28,156,51.088,121.361,14.3,4,7983.360000000001,7968.32,308.98,3,0.2929,0.3552072404184321,1,True,12,True
CUST_0129,High Roller,0,Dining_Comp,Free meal vouchers,2025-05-11,22,51.088,121.361,14.3,4,7983.360000000001,7968.32,308.98,3,0.2929,0.3300503576121846,0,True,5,False
CUST_0130,High Roller,0,Bonus_Match,Match deposit bonus,2025-01-10,143,56.72090909090909,44.00818181818182,15.909090909090908,5,9822.64,10950.68,309.45,3,0.3121818181818181,0.5631699584431759,0,False,1,True
CUST_0130,High Roller,0,Cashback,Percentage of losses returned,2025-02-20,102,56.72090909090909,44.00818181818182,15.909090909090908,5,9822.64,10950.68,309.45,3,0.3121818181818181,0.3222760328282135,0,False,2,False
CUST_0130,High Roller,0,Dining_Comp,Free meal vouchers,2025-05-20,13,56.72090909090909,44.00818181818182,15.909090909090908,5,9822.64,10950.68,309.45,3,0.3121818181818181,0.5396593505458559,1,False,5,False
CUST_0130,High Roller,0,Cashback,Percentage of losses returned,2025-02-05,117,56.72090909090909,44.00818181818182,15.909090909090908,5,9822.64,10950.68,309.45,3,0.3121818181818181,0.31462776207640347,1,False,2,False
CUST_0131,High Roller,0,Free_Play,Free slot credits,2025-05-05,28,47.035,70.613,17.4,5,7320.96,7285.43,219.25,3,0.2351,0.3218348342960452,0,False,5,False
CUST_0131,High Roller,0,VIP_Event,Exclusive event invitation,2025-04-29,34,47.035,70.613,17.4,5,7320.96,7285.43,219.25,3,0.2351,0.576149862020329,1,False,4,False
CUST_0131,High Roller,0,Bonus_Match,Match deposit bonus,2025-02-28,94,47.035,70.613,17.4,5,7320.96,7285.43,219.25,3,0.2351,0.5532941502786424,0,False,2,False
CUST_0131,High Roller,0,VIP_Event,Exclusive event invitation,2025-03-31,63,47.035,70.613,17.4,5,7320.96,7285.43,219.25,3,0.2351,0.46997289321782587,0,False,3,False
CUST_0132,Regular Player,1,Dining_Comp,Free meal vouchers,2025-03-28,66,49.2375,193.665,12.5,3,3334.49,2559.82,121.2,2,0.321,0.33913005380693834,0,False,3,False
CUST_0132,Regular Player,1,Dining_Comp,Free meal vouchers,2024-12-26,158,49.2375,193.665,12.5,3,3334.49,2559.82,121.2,2,0.321,0.39090093814484506,0,False,12,True
CUST_0132,Regular Player,1,Dining_Comp,Free meal vouchers,2025-01-03,150,49.2375,193.665,12.5,3,3334.49,2559.82,121.2,2,0.321,0.3882495992399295,1,False,1,True
CUST_0132,Regular Player,1,Dining_Comp,Free meal vouchers,2025-05-27,6,49.2375,193.665,12.5,3,3334.49,2559.82,121.2,2,0.321,0.24586968243294235,0,False,5,False
CUST_0133,High Roller,0,VIP_Event,Exclusive event invitation,2025-03-10,84,47.42888888888889,84.4888888888889,15.0,5,6727.889999999999,6937.34,203.05,3,0.1752222222222222,0.5902387420667597,0,False,3,False
CUST_0133,High Roller,0,Bonus_Match,Match deposit bonus,2025-04-03,60,47.42888888888889,84.4888888888889,15.0,5,6727.889999999999,6937.34,203.05,3,0.1752222222222222,0.5539450439700446,0,False,4,False
CUST_0133,High Roller,0,Dining_Comp,Free meal vouchers,2025-05-07,26,47.42888888888889,84.4888888888889,15.0,5,6727.889999999999,6937.34,203.05,3,0.1752222222222222,0.2980695410855161,0,False,5,False
CUST_0134,Regular Player,1,Dining_Comp,Free meal vouchers,2025-01-30,123,42.72875,82.99375,13.375,4,4393.93,4351.39,129.46,3,0.228375,0.38242463437528423,1,False,1,True
CUST_0134,Regular Player,1,Dining_Comp,Free meal vouchers,2025-02-07,115,42.72875,82.99375,13.375,4,4393.93,4351.39,129.46,3,0.228375,0.31771603327842235,1,False,2,False
CUST_0134,Regular Player,1,VIP_Event,Exclusive event invitation,2024-12-22,162,42.72875,82.99375,13.375,4,4393.93,4351.39,129.46,3,0.228375,0.5175170602401609,1,True,12,True
CUST_0134,Regular Player,1,Bonus_Match,Match deposit bonus,2025-02-09,113,42.72875,82.99375,13.375,4,4393.93,4351.39,129.46,3,0.228375,0.4688492252457562,0,True,2,False
CUST_0135,Regular Player,1,Bonus_Match,Match deposit bonus,2025-03-23,71,52.065,70.175,13.5,3,4722.63,5060.45,148.57,3,0.2101666666666667,0.3718865949721873,0,True,3,False
