customer_id,age,gender,nationality,game_type_diversity,avg_rtp,avg_bet,avg_win,avg_session_duration,ticket_in,ticket_out,avg_loss,jackpot_total,avg_usage_level,zone_diversity,segment,segment_name
CUST_0156,42,Female,Turkey,3,92.07538461538462,57.43538461538461,47.01846153846154,13.692307692307692,10881.05,9070.380000000001,194.03076923076924,287.08,0.3549230769230769,5,0,High Roller
CUST_0157,47,Female,Turkey,3,91.02866666666667,50.57266666666667,51.792,19.666666666666668,11667.68,11152.89,100.88466666666666,337.0,0.3018666666666666,5,0,High Roller
CUST_0158,21,Male,Turkey,3,91.00583333333333,47.97666666666667,42.1775,15.083333333333334,7654.92,7298.09,116.58083333333333,249.14000000000001,0.29091666666666666,5,0,High Roller
CUST_0159,30,Male,Greece,3,88.602,45.116,32.95,17.4,3582.14,2860.13,155.082,89.22,0.4144,2,1,Regular Player
CUST_0160,50,Female,Greece,3,92.49,45.85818181818182,45.20636363636363,22.181818181818183,7276.2,7511.78,34.74454545454545,218.54,0.24790909090909088,4,0,High Roller
CUST_0161,21,Male,Greece,3,90.94571428571429,47.03857142857142,39.48357142857143,15.214285714285714,8966.97,7956.14,122.62642857142858,256.15,0.2674285714285714,5,0,High Roller
CUST_0162,21,Male,Turkey,2,90.93199999999999,53.626,38.42,13.0,4350.530000000001,3396.1,234.942,147.14,0.2508,4,1,Regular Player
CUST_0163,23,Female,Netherlands,3,91.50375,45.075,32.20375,15.875,5346.37,3977.42,185.17499999999998,145.09,0.23225,5,0,High Roller
CUST_0164,32,Male,Turkey,3,91.6075,53.254999999999995,54.5925,19.333333333333332,10455.970000000001,11409.04,96.01,341.44,0.2901666666666667,4,0,High Roller
CUST_0165,49,Male,Turkey,3,92.07,43.596666666666664,35.70222222222222,19.666666666666668,5719.3,5032.36,152.67444444444445,169.16,0.2994444444444444,4,0,High Roller
CUST_0166,23,Male,Bulgaria,2,91.38111111111112,44.48777777777778,45.123333333333335,20.666666666666668,6788.45,7248.43,93.44444444444444,178.81,0.2836666666666667,5,1,Regular Player
CUST_0167,37,Female,Germany,3,92.3725,55.425000000000004,51.50083333333333,18.916666666666668,10989.21,9970.82,158.28416666666666,337.4,0.2505,5,0,High Roller
CUST_0168,45,Male,Greece,3,92.2523076923077,46.370769230769234,39.04692307692308,19.153846153846153,8937.5,7628.99,145.03384615384616,291.26,0.2863076923076923,4,0,High Roller
CUST_0169,41,Female,Turkey,3,91.32166666666666,45.98916666666667,45.60916666666666,17.333333333333332,7901.34,7312.86,130.23166666666665,230.04,0.21608333333333332,4,0,High Roller
CUST_0170,22,Female,Azerbaijan,3,90.74666666666667,50.20333333333334,41.11833333333333,23.166666666666668,4399.94,3720.25,162.16333333333333,162.32,0.2725,5,0,High Roller
CUST_0171,33,Female,Greece,2,91.67,46.92333333333334,46.52666666666667,22.0,1761.21,1806.19,96.63333333333333,40.53,0.45933333333333337,2,1,Regular Player
CUST_0172,29,Male,Germany,3,90.28833333333334,50.11333333333334,59.30166666666667,21.666666666666668,3945.37,4328.55,13.745,103.00999999999999,0.29533333333333334,3,1,Regular Player
CUST_0173,39,Male,Netherlands,3,91.04461538461538,51.21153846153846,46.36846153846154,14.384615384615385,10879.01,9550.9,144.03615384615384,283.1,0.20415384615384616,5,0,High Roller
CUST_0174,32,Male,Netherlands,2,89.465,46.760000000000005,45.6975,18.5,2722.3599999999997,2384.44,101.425,65.83,0.20600000000000002,3,1,Regular Player
CUST_0175,21,Female,Greece,3,90.7,49.02090909090909,45.695454545454545,16.181818181818183,8599.07,7861.28,142.49727272727273,249.13,0.26336363636363636,4,0,High Roller
CUST_0176,26,Male,Greece,3,91.49857142857142,54.43571428571429,51.589285714285715,16.142857142857142,12097.23,11704.72,103.05,362.53,0.217,5,0,High Roller
CUST_0177,37,Female,Azerbaijan,3,90.97166666666668,50.41,34.82833333333333,17.5,4197.4800000000005,2688.85,251.43999999999997,145.0,0.27316666666666667,3,1,Regular Player
CUST_0178,30,Male,Greece,3,91.21,43.583333333333336,30.198333333333334,23.333333333333332,3588.66,2396.09,206.38166666666666,103.84,0.33916666666666667,4,1,Regular Player
CUST_0179,21,Male,Netherlands,3,90.93,52.321999999999996,50.88333333333333,17.266666666666666,12757.34,11999.9,99.46533333333333,308.89,0.3157333333333333,5,0,High Roller
CUST_0180,39,Female,Germany,3,91.14357142857143,50.05857142857143,38.39928571428572,17.071428571428573,11083.17,8989.46,150.94285714285712,312.13,0.23757142857142857,5,0,High Roller
CUST_0181,33,Female,Greece,3,91.71142857142857,47.324285714285715,39.88142857142857,22.571428571428573,4974.66,4169.59,137.78714285714287,100.35,0.3138571428571429,5,0,High Roller
CUST_0182,21,Male,Bulgaria,3,90.44666666666666,49.56,46.07222222222222,17.666666666666668,6372.14,6199.0,102.93555555555557,224.17000000000002,0.27755555555555556,4,0,High Roller
CUST_0183,26,Female,Germany,3,91.1,47.955555555555556,32.21777777777778,14.555555555555555,6618.8,4249.82,263.4244444444445,198.15,0.2525555555555556,4,0,High Roller
CUST_0184,48,Female,Netherlands,2,92.862,53.698,42.476,13.0,4128.46,3379.01,261.886,88.71000000000001,0.2832,4,1,Regular Player
CUST_0185,25,Male,Turkey,3,92.84,42.86,35.915,16.5,2466.16,2084.11,109.1075,84.06,0.29275,3,1,Regular Player
CUST_0186,33,Female,Germany,3,91.841,54.55499999999999,51.626,15.1,7611.03,7291.4,88.15799999999999,238.99,0.3171,5,0,High Roller
CUST_0187,23,Female,Azerbaijan,3,93.24600000000001,57.989999999999995,63.246,19.6,4250.96,5194.67,102.622,121.02000000000001,0.1386,2,1,Regular Player
CUST_0188,35,Female,Greece,3,91.495,51.16285714285714,44.78642857142857,18.0,10883.380000000001,9321.59,135.2642857142857,328.44,0.22964285714285712,4,0,High Roller
CUST_0189,33,Male,Greece,2,91.20333333333333,51.193333333333335,47.443333333333335,13.666666666666666,2811.7,2786.8599999999997,112.28666666666668,52.48,0.19666666666666668,3,1,Regular Player
CUST_0190,31,Female,Greece,2,92.27416666666666,52.76,45.01666666666667,18.5,9184.86,8276.44,97.28500000000001,331.65000000000003,0.24116666666666667,5,0,High Roller
CUST_0191,28,Female,Netherlands,2,88.296,43.038,39.339999999999996,15.8,3464.27,3038.91,103.428,91.83,0.182,3,1,Regular Player
CUST_0192,42,Female,Azerbaijan,3,92.76,51.172000000000004,45.732,15.0,3870.94,3767.04,136.728,96.47,0.2286,3,1,Regular Player
CUST_0193,42,Male,Azerbaijan,3,89.84166666666668,50.56833333333333,42.905,15.0,4792.63,4522.11,128.44500000000002,128.32,0.28550000000000003,5,0,High Roller
CUST_0194,28,Female,Netherlands,3,91.82,38.07727272727273,38.42090909090909,15.545454545454545,6721.35,7354.0199999999995,47.32090909090909,207.57,0.2985454545454545,5,0,High Roller
CUST_0195,43,Female,Netherlands,3,91.75125,44.6275,43.0,17.5,4852.39,4358.5199999999995,75.135,151.20999999999998,0.31575,4,1,Regular Player
CUST_0196,40,Male,Netherlands,1,89.65666666666668,72.40333333333334,70.09333333333333,26.333333333333332,3060.1000000000004,2740.96,160.64000000000001,105.11,0.37866666666666665,3,1,Regular Player
CUST_0197,33,Female,Azerbaijan,3,90.24333333333334,59.10666666666666,61.06999999999999,19.0,2977.16,3087.1,72.57666666666667,80.13,0.25233333333333335,2,1,Regular Player
CUST_0198,31,Male,Greece,2,92.636,46.5,43.924,17.6,3756.1499999999996,3234.29,162.606,130.53,0.32039999999999996,4,1,Regular Player
CUST_0199,43,Male,Greece,3,91.70181818181818,48.63272727272727,35.91909090909091,20.181818181818183,9005.45,6190.02,259.2936363636364,282.79,0.2646363636363636,5,0,High Roller
CUST_0200,36,Female,Azerbaijan,2,90.41666666666667,50.630833333333335,43.37833333333333,18.0,9477.47,7938.74,140.92083333333332,325.53,0.3055,4,0,High Roller
CUST_0201,51,Female,Bulgaria,2,90.832,50.236000000000004,52.698,13.2,2934.6,3141.08,68.038,59.07,0.20939999999999998,4,1,Regular Player
CUST_0202,27,Male,Kosovo,3,92.74363636363637,48.655454545454546,42.194545454545455,15.181818181818182,8366.26,7012.61,149.6009090909091,258.93,0.3743636363636364,5,0,High Roller
CUST_0203,29,Female,Netherlands,3,91.99214285714285,47.65071428571429,39.471428571428575,18.214285714285715,10401.31,8369.84,185.945,325.5,0.25057142857142856,5,0,High Roller
CUST_0204,29,Male,Turkey,3,91.334,48.669333333333334,41.946000000000005,13.066666666666666,11315.9,9879.39,136.62466666666666,248.94,0.2846,5,0,High Roller
CUST_0205,27,Male,Germany,2,90.07,51.48454545454546,43.663636363636364,15.909090909090908,8019.37,6703.49,157.6690909090909,285.7,0.2880909090909091,4,0,High Roller
CUST_0206,40,Female,Germany,3,91.71,46.74666666666667,34.50333333333334,17.0,2540.39,1954.37,246.58666666666667,90.42,0.4063333333333334,3,1,Regular Player
CUST_0207,22,Female,Netherlands,3,92.265,45.52875,43.4325,18.75,5352.22,4967.07,127.83000000000001,190.66,0.21925,4,0,High Roller
CUST_0208,40,Male,Kosovo,3,90.556,38.232,37.028,20.0,3169.38,2946.5699999999997,83.62,64.63,0.2432,4,1,Regular Player
CUST_0209,37,Female,Kosovo,3,91.51076923076924,48.135384615384616,44.97538461538461,17.307692307692307,8684.13,7662.9,108.10153846153845,263.31,0.3135384615384615,5,0,High Roller
CUST_0210,29,Female,Greece,3,90.45466666666667,51.724666666666664,48.12733333333333,16.4,10904.41,10285.02,120.70133333333334,322.39,0.2764666666666667,5,0,High Roller
CUST_0211,48,Male,Greece,3,90.92454545454545,52.60545454545454,40.16909090909091,16.545454545454547,8122.0,6315.4400000000005,186.31181818181815,218.03,0.308,5,0,High Roller
CUST_0212,48,Female,Germany,3,90.66533333333334,39.168,38.226,18.733333333333334,8615.34,8756.26,70.39066666666666,298.34000000000003,0.25106666666666666,5,0,High Roller
CUST_0213,28,Male,Kosovo,3,92.01642857142858,52.41357142857142,43.83714285714286,18.714285714285715,10371.82,8309.88,148.44714285714284,318.89,0.33049999999999996,4,0,High Roller
CUST_0214,27,Male,Bulgaria,3,90.02363636363636,43.841818181818184,42.10636363636364,19.727272727272727,7422.1,7110.79,105.16545454545454,184.13,0.27799999999999997,4,0,High Roller
CUST_0215,32,Male,Netherlands,3,91.81384615384614,59.71769230769231,52.63307692307693,18.76923076923077,10567.65,9046.1,181.8353846153846,340.45,0.28923076923076924,5,0,High Roller
CUST_0216,27,Female,Bulgaria,3,90.26181818181819,46.01090909090909,45.47090909090909,18.454545454545453,7869.35,7889.73,62.41,249.19,0.27509090909090905,5,0,High Roller
CUST_0217,41,Male,Netherlands,3,92.46,52.28666666666667,50.26333333333333,16.0,4856.4400000000005,4292.93,124.10000000000001,157.07,0.30383333333333334,3,1,Regular Player
CUST_0218,48,Male,Germany,3,91.4625,50.33125,54.478750000000005,18.125,5783.4400000000005,6422.82,64.16874999999999,213.51,0.4055,4,0,High Roller
CUST_0219,26,Male,Germany,3,90.8625,39.155,30.10375,18.125,4099.83,3062.12,134.92875,146.02,0.36625,3,1,Regular Player
CUST_0220,35,Female,Germany,3,90.33500000000001,52.75714285714286,53.71642857142857,12.642857142857142,11215.43,11580.99,65.76,325.85,0.2544285714285714,5,0,High Roller
CUST_0221,40,Male,Greece,3,90.44857142857143,52.63714285714286,46.19,15.428571428571429,5022.17,4287.78,151.67142857142858,149.91,0.335,5,0,High Roller
CUST_0222,25,Male,Germany,2,89.24000000000001,67.21333333333332,70.60333333333334,18.666666666666668,2946.63,2899.66,26.49666666666667,143.39,0.219,2,1,Regular Player
CUST_0223,31,Male,Turkey,3,92.39500000000001,51.1875,48.14,20.75,5851.26,5595.0199999999995,157.85125,195.71,0.22662500000000002,4,0,High Roller
CUST_0224,32,Male,Turkey,3,92.31375,53.973749999999995,48.33125,14.75,6228.929999999999,6128.89,90.84875,155.66,0.277,4,0,High Roller
CUST_0225,55,Male,Netherlands,3,90.12,47.444,30.715999999999998,14.4,3956.63,2452.11,300.906,116.77000000000001,0.3432,4,1,Regular Player
CUST_0226,49,Male,Netherlands,3,92.47999999999999,54.574,53.995999999999995,22.0,3471.16,3116.77,121.374,80.87,0.3392,3,1,Regular Player
CUST_0227,51,Male,Greece,3,91.79272727272728,51.61363636363637,53.46636363636364,16.727272727272727,8671.53,9507.52,105.48636363636363,252.49,0.383,5,0,High Roller
CUST_0228,41,Female,Azerbaijan,3,92.008,50.223,49.102999999999994,16.8,8035.9,7629.58,120.292,305.83,0.2586,4,0,High Roller
CUST_0229,42,Female,Netherlands,3,91.85416666666667,46.925000000000004,39.72166666666667,15.5,8216.26,6804.389999999999,161.12416666666667,256.71,0.26775,5,0,High Roller
CUST_0230,39,Male,Azerbaijan,3,92.6425,40.3275,29.45,15.0,2675.1099999999997,2294.05,153.02499999999998,102.4,0.23075,3,1,Regular Player
CUST_0231,51,Male,Greece,3,91.36857142857143,49.40428571428571,42.54714285714285,19.0,4770.0,3965.71,155.48857142857145,146.44,0.25542857142857145,4,1,Regular Player
CUST_0232,34,Male,Bulgaria,3,90.40583333333335,40.915,37.92666666666667,17.333333333333332,6779.02,6752.6,55.5875,186.03,0.29191666666666666,5,0,High Roller
CUST_0233,26,Female,Bulgaria,3,90.08500000000001,46.8,43.535,15.75,3123.14,2964.57,59.3675,82.05999999999999,0.314,3,1,Regular Player
CUST_0234,35,Female,Greece,3,91.21545454545455,59.448181818181816,51.710909090909084,15.363636363636363,9520.0,8061.54,193.7381818181818,254.5,0.3318181818181818,3,0,High Roller
CUST_0235,27,Female,Germany,3,91.795,45.77,43.35666666666666,19.416666666666668,8845.5,8624.56,104.545,239.34,0.37024999999999997,5,0,High Roller
CUST_0236,44,Male,Turkey,3,90.70066666666666,54.47866666666667,52.656,19.133333333333333,11961.1,11550.77,121.904,296.64,0.26139999999999997,4,0,High Roller
CUST_0237,35,Male,Turkey,3,91.05466666666666,53.81333333333334,49.658,19.0,11742.58,11226.06,123.744,335.64,0.2638666666666667,5,0,High Roller
CUST_0238,23,Male,Azerbaijan,3,91.21272727272728,53.34090909090909,50.97545454545455,17.545454545454547,8613.98,8210.33,105.54272727272728,264.85,0.225,5,0,High Roller
CUST_0239,47,Female,Netherlands,3,91.34714285714286,36.067142857142855,36.93642857142857,16.785714285714285,7790.37,8101.5199999999995,46.375,225.51,0.30128571428571427,4,0,High Roller
CUST_0240,41,Male,Greece,3,90.8,57.61285714285714,56.901428571428575,17.714285714285715,5311.82,5233.35,58.631428571428565,167.14,0.2582857142857143,5,0,High Roller
CUST_0241,25,Male,Turkey,3,93.09461538461538,48.099230769230765,45.612307692307695,15.076923076923077,10533.27,10709.92,113.21307692307693,340.04,0.25461538461538463,5,0,High Roller
CUST_0242,36,Male,Germany,3,90.91142857142857,44.46142857142858,34.28,15.428571428571429,4130.51,3098.25,154.27,120.71000000000001,0.195,4,1,Regular Player
CUST_0243,34,Male,Netherlands,3,90.70727272727272,48.52181818181818,47.63818181818181,17.636363636363637,8067.639999999999,8379.87,58.903636363636366,250.62,0.23545454545454544,5,0,High Roller
CUST_0244,29,Female,Kosovo,3,90.2425,53.2375,60.3825,20.75,3723.92,4096.93,82.9925,93.17,0.352,3,1,Regular Player
CUST_0245,39,Male,Netherlands,3,90.8825,42.475,34.92583333333334,17.416666666666668,7939.96,6841.0,140.13333333333333,239.55,0.30583333333333335,5,0,High Roller
CUST_0246,34,Male,Bulgaria,3,92.7775,49.9375,45.5175,20.25,2253.5,2299.96,81.5175,69.98,0.198,3,1,Regular Player
CUST_0247,28,Male,Turkey,3,91.2242857142857,64.93714285714286,59.56428571428571,17.285714285714285,6454.98,6283.86,123.14999999999999,161.77,0.272,5,0,High Roller
CUST_0248,36,Male,Bulgaria,2,91.986,69.05799999999999,72.48400000000001,16.0,5292.6,6069.62,77.638,124.73,0.2736,3,1,Regular Player
CUST_0249,21,Male,Greece,3,91.65266666666666,51.806666666666665,49.550666666666665,15.8,12159.89,12095.69,123.89866666666667,357.51,0.303,5,0,High Roller
CUST_0250,35,Female,Greece,2,93.61,47.374,48.692,15.8,3152.06,3165.67,49.824,77.86999999999999,0.336,4,1,Regular Player
CUST_0251,38,Female,Turkey,3,91.21916666666668,48.72666666666667,40.85916666666667,20.666666666666668,9266.0,8149.35,188.00666666666666,282.25,0.3229166666666667,5,0,High Roller
CUST_0252,31,Male,Turkey,2,92.259,41.649,38.595,15.9,6263.09,5638.62,115.38900000000001,183.04,0.30920000000000003,5,1,Regular Player
CUST_0253,41,Male,Bulgaria,2,92.35333333333334,56.48333333333333,52.901666666666664,16.666666666666668,5429.92,5116.5599999999995,96.315,147.12,0.41583333333333333,4,1,Regular Player
CUST_0254,39,Female,Kosovo,2,92.146,45.507999999999996,48.376,19.2,3811.31,4065.02,72.686,148.16,0.2008,4,1,Regular Player
CUST_0255,37,Male,Greece,3,92.66833333333334,49.02916666666667,44.79833333333334,15.25,8186.5,7520.410000000001,135.60416666666666,201.37,0.29458333333333336,4,0,High Roller
CUST_0256,46,Male,Netherlands,3,91.60142857142857,44.29,41.22571428571428,16.214285714285715,9364.28,8640.21,94.99785714285714,288.52,0.33285714285714285,5,0,High Roller
CUST_0257,35,Male,Netherlands,1,92.07666666666667,56.68666666666667,62.416666666666664,17.666666666666668,2712.5699999999997,2882.08,29.643333333333334,61.9,0.4163333333333334,2,1,Regular Player
CUST_0258,36,Male,Netherlands,3,90.96900000000001,50.376,48.777,16.8,7670.07,7240.08,128.078,287.90999999999997,0.29450000000000004,5,0,High Roller
CUST_0259,30,Male,Netherlands,3,91.45133333333334,50.410666666666664,40.876,17.266666666666666,11822.11,9414.84,197.31533333333334,406.58,0.2718,4,0,High Roller
CUST_0260,25,Female,Turkey,3,91.64666666666668,52.79777777777778,45.67444444444445,15.11111111111111,7882.78,6347.92,217.45222222222222,243.24,0.30233333333333334,5,0,High Roller
CUST_0261,37,Female,Kosovo,2,89.884,45.422000000000004,43.194,14.2,2898.19,2918.63,65.18199999999999,111.72999999999999,0.3666,3,1,Regular Player
CUST_0262,21,Female,Netherlands,3,91.29076923076923,50.43538461538461,45.68923076923076,17.153846153846153,9381.69,8958.130000000001,117.54307692307692,258.08,0.34253846153846157,5,0,High Roller
